"term","frequency","type_"
"vence",2,"ARTICLE"
"vence",8,"BOOK_CHAPTER"
"vencedor",11,"ABSTRACT"
"vencedora",10,"ABSTRACT"
"vencedoras",1,"ABSTRACT"
"vencedoras",8,"BOOK"
"vencedoras",8,"BOOK_CHAPTER"
"vencendo",4,"SPEAKER"
"vencendo",8,"BOOK_CHAPTER"
"vencer",1,"SPEAKER"
"vencer",3,"ARTICLE"
"vencer",16,"BOOK_CHAPTER"
"venceram",2,"ABSTRACT"
"venceremos",2,"ARTICLE"
"venceu",2,"ABSTRACT"
"vencido",1,"SPEAKER"
"vencimentos",2,"ABSTRACT"
"vêncio",4,"ARTICLE"
"venda",2,"SPEAKER"
"venda",5,"ARTICLE"
"venda",10,"ABSTRACT"
"venda",24,"BOOK_CHAPTER"
"vendas",3,"SPEAKER"
"vendas",8,"BOOK"
"vendas",9,"ABSTRACT"
"vendas",10,"ARTICLE"
"vendas",56,"BOOK_CHAPTER"
"vende",2,"ARTICLE"
"vendeazul",2,"SPEAKER"
"vendedor",16,"BOOK_CHAPTER"
"vendedoras",8,"BOOK_CHAPTER"
"vendedores",2,"SPEAKER"
"vendedores",16,"ARTICLE"
"vendéia",2,"ARTICLE"
"vendéia",8,"BOOK"
"vendidas",4,"ARTICLE"
"vendido",2,"ABSTRACT"
"vendimia",2,"SPEAKER"
"vendo",2,"ABSTRACT"
"venécia",2,"ARTICLE"
"veneno",4,"ARTICLE"
"venenos",4,"ABSTRACT"
"venenosas",8,"BOOK"
"veneranda",3,"ARTICLE"
"venerável",2,"ABSTRACT"
"venereal",11,"ARTICLE"
"veneridae",6,"ARTICLE"
"Venétia Durando Braga Rios",1,"NAME"
"veneza",1,"ARTICLE"
"veneza",3,"ABSTRACT"
"veneza",8,"BOOK_CHAPTER"
"venezia",2,"ABSTRACT"
"venezia",3,"ARTICLE"
"venezianas",16,"BOOK_CHAPTER"
"venezolano",1,"ARTICLE"
"venezolano",1,"SPEAKER"
"venezolnao",2,"SPEAKER"
"venezuela",5,"SPEAKER"
"venezuela",6,"ABSTRACT"
"venezuela",9,"ARTICLE"
"venezuela",24,"BOOK_CHAPTER"
"venezuelanos",2,"ARTICLE"
"venezuelanos",8,"BOOK_CHAPTER"
"venezueliens",1,"ARTICLE"
"vengeance",1,"ARTICLE"
"venha",4,"SPEAKER"
"venha",5,"ARTICLE"
"venha",8,"BOOK_CHAPTER"
"venho",2,"ARTICLE"
"venho",8,"BOOK_CHAPTER"
"venho",14,"ABSTRACT"
"venidas",2,"ARTICLE"
"venir",1,"ARTICLE"
"venom",8,"BOOK_CHAPTER"
"venom",105,"ARTICLE"
"venomous",2,"ARTICLE"
"venoms",2,"ARTICLE"
"venosa",1,"ABSTRACT"
"venosa",19,"ARTICLE"
"venosa",72,"BOOK_CHAPTER"
"venosas",7,"ARTICLE"
"venosas",16,"BOOK_CHAPTER"
"venoso",8,"ARTICLE"
"venosos",4,"ARTICLE"
"venous",1,"SPEAKER"
"venous",17,"ARTICLE"
"venovenous",4,"ARTICLE"
"vent",4,"ARTICLE"
"ventajas",2,"ARTICLE"
"ventando",2,"SPEAKER"
"ventania",4,"ARTICLE"
"ventania",8,"BOOK_CHAPTER"
"ventilação",2,"ABSTRACT"
"ventilação",5,"SPEAKER"
"ventilação",15,"ARTICLE"
"ventilação",16,"BOOK_CHAPTER"
"ventilated",3,"ARTICLE"
"ventilation",5,"ARTICLE"
"ventilator",1,"ARTICLE"
"ventilatória",8,"BOOK_CHAPTER"
"ventilatorio",2,"ARTICLE"
"ventilatório",2,"ARTICLE"
"ventilatórios",4,"ARTICLE"
"ventilatory",6,"ARTICLE"
"ventilção",1,"SPEAKER"
"ventilométricos",2,"ARTICLE"
"ventilômetro",2,"ARTICLE"
"ventin",2,"ARTICLE"
"vento",1,"ABSTRACT"
"vento",1,"SPEAKER"
"vento",3,"ARTICLE"
"vento",16,"BOOK"
"vento",24,"BOOK_CHAPTER"
"ventos",1,"ABSTRACT"
"ventos",2,"SPEAKER"
"ventos",16,"BOOK"
"ventos",22,"BOOK_CHAPTER"
"ventosoterapia",1,"ABSTRACT"
"ventral",3,"ARTICLE"
"ventre",8,"ARTICLE"
"ventre",16,"BOOK_CHAPTER"
"ventricular",2,"ABSTRACT"
"ventricular",27,"ARTICLE"
"ventricule",4,"ARTICLE"
"ventriculo",8,"BOOK_CHAPTER"
"ventrículo",2,"ARTICLE"
"ventro",2,"ARTICLE"
"ventroglútea",4,"ARTICLE"
"ventromedial",6,"ARTICLE"
"ventura",2,"ABSTRACT"
"venturinha",2,"ARTICLE"
"venusta",6,"ARTICLE"
"venusta",24,"BOOK_CHAPTER"
"venustus",4,"ARTICLE"
"vepma",1,"ABSTRACT"
"vepretorum",4,"ARTICLE"
"ver",9,"ABSTRACT"
"ver",16,"BOOK"
"ver",26,"ARTICLE"
"ver",33,"SPEAKER"
"ver",48,"BOOK_CHAPTER"
"vera",5,"ABSTRACT"
"vera",5,"SPEAKER"
"vera",24,"ARTICLE"
"vera",32,"BOOK_CHAPTER"
"Vera Aparecida Fernandes Martin",1,"NAME"
"veracel",2,"ABSTRACT"
"veracel",4,"ARTICLE"
"veracel",8,"BOOK_CHAPTER"
"veracruz",2,"SPEAKER"
"Vera Dantas De Souza Motta",1,"NAME"
"Vera Da Silva Rocha",1,"NAME"
"Vera Ferreira Andrade De Almeida",1,"NAME"
"Vera Lúcia Costa Vale",1,"NAME"
"Vera Lucia De Mendonca Silva",1,"NAME"
"Vera Lucia Lima Carvalho",1,"NAME"
"Vera Lucia Merlini",1,"NAME"
"veranico",4,"ARTICLE"
"verano",5,"SPEAKER"
"verão",2,"ABSTRACT"
"verão",27,"ARTICLE"
"verão",57,"SPEAKER"
"Vera Pacheco",1,"NAME"
"Vera Pedreira dos Santos Pepe",1,"NAME"
"Vera Rosa Capelossi",1,"NAME"
"verb",2,"ARTICLE"
"verbais",2,"ABSTRACT"
"verbais",2,"SPEAKER"
"verbais",8,"BOOK"
"verbais",26,"ARTICLE"
"verbais",40,"BOOK_CHAPTER"
"verbal",6,"ABSTRACT"
"verbal",8,"BOOK"
"verbal",30,"SPEAKER"
"verbal",114,"ARTICLE"
"verbal",232,"BOOK_CHAPTER"
"verbalizável",1,"ARTICLE"
"verball",2,"ARTICLE"
"verbalmente",4,"ABSTRACT"
"verbascifolia",5,"ARTICLE"
"verbenacea",4,"ARTICLE"
"verbenaceae",1,"ABSTRACT"
"verbenaceae",39,"ARTICLE"
"Verbena Córdula Almeida",1,"NAME"
"Verbena Mourão Lopes",1,"NAME"
"verbesina",10,"ARTICLE"
"verbesserten",2,"ARTICLE"
"verbete",2,"ARTICLE"
"verbete",4,"ABSTRACT"
"verbete",32,"BOOK_CHAPTER"
"verbetes",8,"BOOK"
"verbetes",8,"BOOK_CHAPTER"
"verbo",6,"SPEAKER"
"verbo",7,"ABSTRACT"
"verbo",16,"BOOK"
"verbo",47,"ARTICLE"
"verbo",120,"BOOK_CHAPTER"
"verbomed",2,"ABSTRACT"
"verbos",24,"ARTICLE"
"verbos",32,"BOOK_CHAPTER"
"verbovisual",1,"ARTICLE"
"verbum",2,"ARTICLE"
"verdad",2,"ARTICLE"
"verdad",8,"BOOK_CHAPTER"
"verdade",14,"ABSTRACT"
"verdade",27,"SPEAKER"
"verdade",32,"BOOK"
"verdade",64,"ARTICLE"
"verdade",215,"BOOK_CHAPTER"
"verdadeira",5,"ARTICLE"
"verdadeiramente",1,"ABSTRACT"
"verdadeiras",2,"ARTICLE"
"verdadeiro",2,"ARTICLE"
"verdadeiro",2,"SPEAKER"
"verdadero",8,"BOOK_CHAPTER"
"verdades",2,"ABSTRACT"
"verdades",3,"SPEAKER"
"verdades",8,"ARTICLE"
"verdades",16,"BOOK"
"verdades",16,"BOOK_CHAPTER"
"verde",1,"PATENT"
"verde",13,"SPEAKER"
"verde",22,"ABSTRACT"
"verde",48,"BOOK"
"verde",85,"ARTICLE"
"verde",232,"BOOK_CHAPTER"
"verdee",2,"ARTICLE"
"verdejantes",2,"SPEAKER"
"verdes",1,"SPEAKER"
"verdes",5,"ABSTRACT"
"verdes",16,"BOOK"
"verdes",41,"ARTICLE"
"verdes",48,"BOOK_CHAPTER"
"verdiano",2,"SPEAKER"
"verdugo",8,"BOOK_CHAPTER"
"vereador",2,"ARTICLE"
"vereador",2,"SPEAKER"
"vereador",12,"ABSTRACT"
"vereadores",2,"ARTICLE"
"vereadores",8,"BOOK_CHAPTER"
"vereadores",9,"ABSTRACT"
"vereadores",11,"SPEAKER"
"vereda",2,"ARTICLE"
"vereda",8,"BOOK_CHAPTER"
"veredas",3,"ABSTRACT"
"veredas",9,"SPEAKER"
"veredas",16,"ARTICLE"
"veredas",24,"BOOK_CHAPTER"
"veredas",64,"BOOK"
"verge",2,"ARTICLE"
"vergências",2,"ARTICLE"
"verger",4,"ARTICLE"
"verger",6,"ABSTRACT"
"verger",16,"BOOK_CHAPTER"
"vergleich",2,"SPEAKER"
"vergleichende",2,"ARTICLE"
"vergnaud",1,"ABSTRACT"
"vergonha",17,"ARTICLE"
"vergueiro",8,"BOOK_CHAPTER"
"verificac",8,"BOOK_CHAPTER"
"verificação",16,"BOOK_CHAPTER"
"verificação",21,"ARTICLE"
"verificadors",2,"SPEAKER"
"verificar",2,"ABSTRACT"
"verificar",2,"ARTICLE"
"verification",6,"ARTICLE"
"verified",9,"ARTICLE"
"verify",6,"ARTICLE"
"verissimo",2,"ARTICLE"
"verissimo",2,"SPEAKER"
"veríssimo",2,"ARTICLE"
"veríssimo",2,"SPEAKER"
"veríssimo",8,"BOOK_CHAPTER"
"verkümmerung",2,"ARTICLE"
"verlag",2,"ABSTRACT"
"vermelha",2,"ABSTRACT"
"vermelha",31,"ARTICLE"
"vermelha",111,"BOOK_CHAPTER"
"vermelhas",2,"ARTICLE"
"vermelho",1,"PATENT"
"vermelho",3,"ABSTRACT"
"vermelho",12,"SPEAKER"
"vermelho",16,"BOOK"
"vermelho",28,"ARTICLE"
"vermelho",112,"BOOK_CHAPTER"
"vermelhos",1,"ARTICLE"
"vermelhos",8,"BOOK"
"vermes",1,"ARTICLE"
"vermicompost",26,"ARTICLE"
"vermicomposto",2,"ARTICLE"
"vermicomposts",24,"BOOK_CHAPTER"
"vermicularis",2,"ARTICLE"
"vermiculita",2,"ARTICLE"
"vermilingua",4,"ARTICLE"
"vermilion",4,"ARTICLE"
"verminose",2,"ARTICLE"
"vermouth",8,"BOOK_CHAPTER"
"vernácula",2,"ABSTRACT"
"vernacular",1,"SPEAKER"
"vernacular",2,"ABSTRACT"
"vernacular",7,"ARTICLE"
"vernacular",8,"BOOK"
"vernaculas",2,"ABSTRACT"
"vernáculas",3,"SPEAKER"
"vernáculas",4,"ARTICLE"
"vernáculas",8,"BOOK"
"vernáculas",8,"BOOK_CHAPTER"
"vernáculas",318,"ABSTRACT"
"vernáculo",8,"ARTICLE"
"vernáculo",16,"BOOK_CHAPTER"
"vernáculos",2,"ARTICLE"
"vernáuculo",8,"BOOK_CHAPTER"
"vernonia",4,"ARTICLE"
"vernonieae",2,"ARTICLE"
"vero",3,"ARTICLE"
"verón",8,"BOOK_CHAPTER"
"veronica",8,"BOOK_CHAPTER"
"Verônica Cheles Vieira",1,"NAME"
"Veronica Ferreira De Souza Fernandes",1,"NAME"
"Verônica Mascarenhas Oliveira",1,"NAME"
"Verônica Yumi Kataoka",1,"NAME"
"verossímil",2,"ARTICLE"
"verossimilhança",2,"ARTICLE"
"verril",2,"ARTICLE"
"verrill",4,"ARTICLE"
"verrucaria",4,"ARTICLE"
"verrucomorpha",2,"ARTICLE"
"verrucosa",2,"ARTICLE"
"verrucosas",2,"ARTICLE"
"verrucous",2,"ARTICLE"
"verruga",10,"ARTICLE"
"verruga",56,"BOOK_CHAPTER"
"versa",3,"ABSTRACT"
"versa",23,"BOOK_CHAPTER"
"versados",16,"BOOK_CHAPTER"
"versais",8,"BOOK_CHAPTER"
"versam",6,"ABSTRACT"
"versam",8,"BOOK_CHAPTER"
"versando",2,"ABSTRACT"
"versando",8,"BOOK_CHAPTER"
"versao",2,"ARTICLE"
"versão",3,"ABSTRACT"
"versão",39,"ARTICLE"
"versão",272,"BOOK"
"versar",2,"ABSTRACT"
"versas",2,"ARTICLE"
"versátil",1,"PATENT"
"versatilidade",4,"ARTICLE"
"versatilidade",8,"BOOK_CHAPTER"
"versatilities",2,"ARTICLE"
"versatility",2,"ARTICLE"
"versatility",8,"BOOK_CHAPTER"
"versava",2,"ABSTRACT"
"versicolor",2,"ARTICLE"
"version",45,"ARTICLE"
"versions",2,"ARTICLE"
"verso",3,"ABSTRACT"
"verso",7,"SPEAKER"
"verso",8,"ARTICLE"
"verso",16,"BOOK"
"versões",1,"ABSTRACT"
"versões",3,"ARTICLE"
"versões",4,"SPEAKER"
"versões",8,"BOOK"
"versões",16,"BOOK_CHAPTER"
"versos",1,"SPEAKER"
"versos",2,"ABSTRACT"
"versos",15,"ARTICLE"
"versos",72,"BOOK_CHAPTER"
"versos",80,"BOOK"
"versus",2,"ABSTRACT"
"versus",40,"BOOK"
"versus",139,"ARTICLE"
"versus",211,"BOOK_CHAPTER"
"vertebrados",4,"ARTICLE"
"vertebrados",6,"SPEAKER"
"vertebrados",8,"BOOK_CHAPTER"
"vertebrados",11,"ABSTRACT"
"vertebrais",3,"ARTICLE"
"vertebrais",8,"BOOK_CHAPTER"
"vertebral",4,"ARTICLE"
"vértebras",2,"ARTICLE"
"vertebrate",8,"ARTICLE"
"vertebrates",16,"ARTICLE"
"vertente",1,"ARTICLE"
"vertente",2,"ABSTRACT"
"vertente",24,"BOOK_CHAPTER"
"vertentes",2,"ARTICLE"
"vertentes",6,"ABSTRACT"
"vertentes",16,"BOOK_CHAPTER"
"vertentes",21,"SPEAKER"
"vertentes",24,"BOOK"
"vertex",2,"ARTICLE"
"verticais",1,"ARTICLE"
"verticais",3,"ABSTRACT"
"verticais",8,"BOOK"
"verticais",8,"BOOK_CHAPTER"
"verticaisde",1,"ARTICLE"
"vertical",1,"PATENT"
"vertical",7,"ABSTRACT"
"vertical",8,"BOOK_CHAPTER"
"vertical",9,"SPEAKER"
"vertical",59,"ARTICLE"
"verticalidades",4,"ARTICLE"
"verticalização",2,"ABSTRACT"
"verticalização",5,"ARTICLE"
"verticalizada",1,"PATENT"
"verticalizadora",2,"ARTICLE"
"vertically",24,"ARTICLE"
"verticillata",1,"ARTICLE"
"verticillioides",2,"ARTICLE"
"vertigem",1,"ARTICLE"
"vertigem",2,"ABSTRACT"
"verum",2,"ARTICLE"
"verusya",2,"ARTICLE"
"verzani",2,"ABSTRACT"
"vesical",6,"ARTICLE"
"vesical",64,"BOOK_CHAPTER"
"vesicles",2,"ARTICLE"
"vésico",1,"ARTICLE"
"vesicoureteral",4,"ARTICLE"
"vesícula",3,"ARTICLE"
"vesícula",8,"BOOK_CHAPTER"
"vespa",4,"ARTICLE"
"vespas",4,"ABSTRACT"
"vespas",6,"ARTICLE"
"vespas",8,"BOOK"
"véspera",1,"SPEAKER"
"vespidae",1,"ABSTRACT"
"vespidae",22,"ARTICLE"
"vessel",9,"ARTICLE"
"vessels",12,"ARTICLE"
"vestal",8,"BOOK_CHAPTER"
"veste",2,"ARTICLE"
"vestem",4,"ARTICLE"
"vestem",16,"BOOK_CHAPTER"
"vestes",1,"ARTICLE"
"vestibulandos",2,"ARTICLE"
"vestibulandos",8,"BOOK"
"vestibular",16,"BOOK"
"vestibular",23,"SPEAKER"
"vestibular",39,"ABSTRACT"
"vestibular",39,"ARTICLE"
"vestibular",72,"BOOK_CHAPTER"
"vestibulares",2,"SPEAKER"
"vestibulares",8,"BOOK_CHAPTER"
"vestibulares",11,"ABSTRACT"
"vestíbulo",2,"ARTICLE"
"vestibulometria",1,"ABSTRACT"
"vestibulopatias",2,"ABSTRACT"
"vestida",3,"ARTICLE"
"vestido",1,"ABSTRACT"
"vestido",4,"ARTICLE"
"vestido",8,"BOOK"
"vestige",10,"ARTICLE"
"vestígios",1,"ABSTRACT"
"vestígios",2,"SPEAKER"
"vestígios",5,"ARTICLE"
"vestígios",8,"BOOK"
"vestígios",32,"BOOK_CHAPTER"
"vestimentas",3,"ARTICLE"
"vestimentas",8,"BOOK_CHAPTER"
"vestir",2,"ARTICLE"
"vestíveis",8,"BOOK"
"vestíveis",8,"BOOK_CHAPTER"
"vestuário",1,"ARTICLE"
"vestuário",3,"ABSTRACT"
"vestuário",16,"BOOK_CHAPTER"
"veteramos",1,"SPEAKER"
"veterina",2,"SPEAKER"
"veterinaria",2,"SPEAKER"
"veterinaria",4,"ABSTRACT"
"veterinária",1,"PATENT"
"veterinária",5,"ARTICLE"
"veterinária",8,"BOOK_CHAPTER"
"veterinária",83,"SPEAKER"
"veterinária",267,"ABSTRACT"
"veterinárias",4,"SPEAKER"
"veterinárias",20,"ABSTRACT"
"veterinário",1,"SPEAKER"
"veterinário",10,"ARTICLE"
"veterinário",15,"ABSTRACT"
"veterinários",1,"ARTICLE"
"veterinários",4,"ABSTRACT"
"veterinários",8,"SPEAKER"
"veterinàrios",1,"SPEAKER"
"veterinary",2,"SPEAKER"
"veterinary",8,"BOOK_CHAPTER"
"veterinary",21,"ARTICLE"
"vetor",1,"PATENT"
"vetor",4,"SPEAKER"
"vetor",10,"ARTICLE"
"vetor",40,"BOOK_CHAPTER"
"vetorcardiograma",2,"ABSTRACT"
"vetores",6,"ABSTRACT"
"vetores",20,"ARTICLE"
"vetores",40,"BOOK_CHAPTER"
"vetoriais",1,"ABSTRACT"
"vetorial",2,"ARTICLE"
"vetorial",7,"BOOK_CHAPTER"
"vetulus",4,"ARTICLE"
"vetvale",3,"SPEAKER"
"véu",2,"ARTICLE"
"veús",2,"SPEAKER"
"véus",1,"ARTICLE"
"veux",8,"BOOK_CHAPTER"
"vez",8,"ABSTRACT"
"vez",8,"SPEAKER"
"vez",24,"ARTICLE"
"vez",46,"BOOK"
"vez",64,"BOOK_CHAPTER"
"vezes",8,"BOOK_CHAPTER"
"vezes",9,"ARTICLE"
"vezes",34,"ABSTRACT"
"vhdl",2,"ABSTRACT"
"via",1,"PATENT"
"via",7,"SPEAKER"
"via",8,"BOOK"
"via",37,"ABSTRACT"
"via",179,"BOOK_CHAPTER"
"via",270,"ARTICLE"
"vía",8,"BOOK_CHAPTER"
"viabahia",1,"ABSTRACT"
"viabilidad",4,"ARTICLE"
"viabilidade",16,"BOOK"
"viabilidade",19,"ABSTRACT"
"viabilidade",92,"ARTICLE"
"viabilidade",143,"BOOK_CHAPTER"
"viabilidades",2,"ABSTRACT"
"viabilidades",2,"ARTICLE"
"viability",81,"ARTICLE"
"viabilização",2,"ARTICLE"
"viabilizando",2,"ABSTRACT"
"viable",7,"ARTICLE"
"viada",1,"SPEAKER"
"viada",2,"ARTICLE"
"viadagem",4,"ARTICLE"
"viadinho",2,"ARTICLE"
"viado",4,"ARTICLE"
"viado",8,"BOOK_CHAPTER"
"viadoplantas",2,"ARTICLE"
"viadoplants",2,"ARTICLE"
"viagem",4,"SPEAKER"
"viagem",6,"ABSTRACT"
"viagem",24,"BOOK"
"viagem",40,"ARTICLE"
"viagem",85,"BOOK_CHAPTER"
"viagens",6,"SPEAKER"
"viagens",13,"ABSTRACT"
"viagens",13,"ARTICLE"
"viagens",23,"BOOK"
"viagens",32,"BOOK_CHAPTER"
"viaja",2,"ARTICLE"
"viaja",8,"BOOK_CHAPTER"
"viajada",8,"BOOK"
"viajando",8,"BOOK_CHAPTER"
"viajante",2,"ARTICLE"
"viajante",3,"ABSTRACT"
"viajante",8,"BOOK"
"viajante",40,"BOOK_CHAPTER"
"viajantes",4,"ABSTRACT"
"viajantes",8,"BOOK"
"viajantes",9,"ARTICLE"
"viajantes",16,"BOOK_CHAPTER"
"viajar",8,"BOOK_CHAPTER"
"viaje",4,"SPEAKER"
"viajei",3,"ABSTRACT"
"viajes",2,"ARTICLE"
"viam",4,"ARTICLE"
"viamão",2,"ABSTRACT"
"viana",6,"ARTICLE"
"viana",8,"BOOK"
"viana",8,"BOOK_CHAPTER"
"viana",13,"SPEAKER"
"viana",18,"ABSTRACT"
"vianense",2,"SPEAKER"
"vianey",1,"ABSTRACT"
"vianna",2,"ARTICLE"
"vianna",6,"SPEAKER"
"viannia",15,"ARTICLE"
"viária",2,"ARTICLE"
"viária",8,"BOOK_CHAPTER"
"viárias",1,"ARTICLE"
"viário",2,"SPEAKER"
"viário",6,"ARTICLE"
"viário",8,"BOOK"
"vias",5,"SPEAKER"
"vias",13,"ABSTRACT"
"vias",13,"ARTICLE"
"vias",64,"BOOK_CHAPTER"
"viáveis",1,"PATENT"
"viáveis",2,"SPEAKER"
"viáveis",8,"BOOK_CHAPTER"
"viável",10,"ARTICLE"
"viável",39,"BOOK_CHAPTER"
"vibahianut",1,"SPEAKER"
"vibração",4,"ABSTRACT"
"vibracionais",2,"ARTICLE"
"vibrações",4,"ABSTRACT"
"vibrações",8,"BOOK_CHAPTER"
"vibrante",4,"ARTICLE"
"vibrante",16,"BOOK_CHAPTER"
"vibráteis",2,"ARTICLE"
"vibration",14,"ARTICLE"
"vibrational",4,"ARTICLE"
"vibroacoustic",2,"ARTICLE"
"vic",1,"ABSTRACT"
"vice",23,"BOOK_CHAPTER"
"vice",696,"ABSTRACT"
"vicência",8,"BOOK_CHAPTER"
"vicêncio",16,"BOOK_CHAPTER"
"vicêncio",20,"ARTICLE"
"vicente",3,"SPEAKER"
"vicente",8,"ARTICLE"
"vicente",13,"ABSTRACT"
"vicente",16,"BOOK_CHAPTER"
"Vicente Brandão Lopes Filho",1,"NAME"
"vicentina",2,"ABSTRACT"
"vicentina",2,"ARTICLE"
"vicia",4,"ARTICLE"
"vício",8,"BOOK_CHAPTER"
"vícios",4,"ARTICLE"
"vicioso",1,"ARTICLE"
"vicioso",8,"BOOK_CHAPTER"
"vicissitudes",1,"SPEAKER"
"vicissitudes",5,"ARTICLE"
"vicissitudes",8,"BOOK_CHAPTER"
"viçosa",8,"BOOK"
"viçosa",8,"BOOK_CHAPTER"
"viçosa",14,"SPEAKER"
"viçosa",39,"ARTICLE"
"viçosa",470,"ABSTRACT"
"victim",4,"ARTICLE"
"víctima",8,"BOOK_CHAPTER"
"víctimas",2,"ARTICLE"
"victimization",2,"ARTICLE"
"victimología",1,"SPEAKER"
"victims",20,"ARTICLE"
"victor",1,"SPEAKER"
"victor",3,"ARTICLE"
"victor",4,"ABSTRACT"
"víctor",2,"ARTICLE"
"Victor Andrade Silva Leal",1,"NAME"
"Victor Augusto Lage Pena",1,"NAME"
"Victor Goyannes Dill Orrico",1,"NAME"
"Victor Hugo Martins De Almeida",1,"NAME"
"victoria",2,"ARTICLE"
"victoria",6,"ABSTRACT"
"victória",4,"ABSTRACT"
"victória",6,"ARTICLE"
"victorino",2,"ABSTRACT"
"victorino",4,"SPEAKER"
"Victor Raul Paredes Castro",1,"NAME"
"Victor Rocha Santana",1,"NAME"
"Victor Travassos Sarinho",1,"NAME"
"vid",2,"SPEAKER"
"vida",322,"SPEAKER"
"vida",386,"ABSTRACT"
"vida",894,"BOOK"
"vida",1079,"ARTICLE"
"vida",2743,"BOOK_CHAPTER"
"vidaformaçãoprofissão",8,"BOOK_CHAPTER"
"vidal",2,"ARTICLE"
"vidal",3,"ABSTRACT"
"vidas",12,"ABSTRACT"
"vidas",15,"SPEAKER"
"vidas",40,"BOOK"
"vidas",41,"ARTICLE"
"vidas",125,"BOOK_CHAPTER"
"videira",1,"ABSTRACT"
"videira",16,"BOOK_CHAPTER"
"videira",57,"ARTICLE"
"videiras",8,"ARTICLE"
"videiras",24,"BOOK_CHAPTER"
"vidências",2,"ABSTRACT"
"vidente",2,"ARTICLE"
"videntes",2,"ARTICLE"
"videntes",8,"BOOK_CHAPTER"
"video",5,"SPEAKER"
"video",7,"ABSTRACT"
"video",8,"BOOK_CHAPTER"
"video",18,"ARTICLE"
"vídeo",16,"ARTICLE"
"vídeo",20,"SPEAKER"
"vídeo",32,"BOOK_CHAPTER"
"vídeo",62,"ABSTRACT"
"videoanálise",24,"BOOK_CHAPTER"
"videoarte",1,"ABSTRACT"
"videoaula",3,"ARTICLE"
"videoaulas",2,"ABSTRACT"
"videoblogueiras",8,"BOOK_CHAPTER"
"videocast",4,"ABSTRACT"
"videocirurgia",2,"SPEAKER"
"videoclipe",1,"SPEAKER"
"videoclipe",2,"ABSTRACT"
"videoclipe",6,"ARTICLE"
"videoclipe",24,"BOOK_CHAPTER"
"videoclipes",1,"SPEAKER"
"videoclipes",2,"ABSTRACT"
"videoclipes",48,"BOOK_CHAPTER"
"videoclípica",2,"ARTICLE"
"videoconferencia",5,"SPEAKER"
"videoconferência",4,"ARTICLE"
"videoconferência",10,"SPEAKER"
"vídeoconferência",2,"SPEAKER"
"videoconferências",2,"SPEAKER"
"videodança",4,"ABSTRACT"
"videodança",8,"BOOK"
"videodesign",2,"ABSTRACT"
"videodifusão",2,"ABSTRACT"
"videofluoroscopic",2,"ARTICLE"
"videogame",2,"ARTICLE"
"videogame",8,"BOOK_CHAPTER"
"videogames",2,"ARTICLE"
"videogames",4,"ABSTRACT"
"videogames",8,"BOOK_CHAPTER"
"videográfica",1,"ARTICLE"
"videografista",2,"ABSTRACT"
"videolaparoscópica",2,"ABSTRACT"
"videolaringoestroboscopia",2,"ABSTRACT"
"videomundo",8,"BOOK_CHAPTER"
"videoperformances",8,"BOOK_CHAPTER"
"vídeopinturas",2,"ABSTRACT"
"videopoema",16,"BOOK"
"videos",6,"ARTICLE"
"videos",8,"BOOK_CHAPTER"
"vídeos",3,"SPEAKER"
"vídeos",7,"BOOK"
"vídeos",15,"ABSTRACT"
"vídeos",20,"ARTICLE"
"vídeos",21,"BOOK_CHAPTER"
"vídeosperformance",2,"ARTICLE"
"videotape",4,"ARTICLE"
"vidigal",2,"ARTICLE"
"vidro",3,"ABSTRACT"
"vidro",26,"ARTICLE"
"vidros",2,"ARTICLE"
"vidros",6,"ABSTRACT"
"vie",2,"SPEAKER"
"vie",16,"BOOK"
"vie",40,"BOOK_CHAPTER"
"viegas",2,"ABSTRACT"
"vieillot",6,"ARTICLE"
"vieira",10,"SPEAKER"
"vieira",12,"ARTICLE"
"vieira",16,"BOOK_CHAPTER"
"vieira",28,"ABSTRACT"
"vieja",1,"ARTICLE"
"viejas",1,"ARTICLE"
"viejas",8,"BOOK_CHAPTER"
"viejo",1,"ARTICLE"
"viejos",1,"ARTICLE"
"viela",8,"BOOK_CHAPTER"
"viena",2,"ABSTRACT"
"viena",2,"ARTICLE"
"vienense",16,"BOOK_CHAPTER"
"vieni",8,"BOOK_CHAPTER"
"vienna",2,"ARTICLE"
"vienna",4,"ABSTRACT"
"viento",1,"ARTICLE"
"vier",2,"ARTICLE"
"viés",1,"SPEAKER"
"viés",7,"ABSTRACT"
"viés",21,"ARTICLE"
"viés",48,"BOOK"
"viés",71,"BOOK_CHAPTER"
"viès",8,"BOOK"
"viês",8,"BOOK_CHAPTER"
"vieses",8,"ARTICLE"
"vieses",8,"BOOK_CHAPTER"
"viéses",16,"BOOK_CHAPTER"
"vietnam",2,"ARTICLE"
"vietnam",16,"BOOK_CHAPTER"
"vietnamiens",8,"BOOK_CHAPTER"
"view",2,"ABSTRACT"
"view",8,"BOOK"
"view",8,"BOOK_CHAPTER"
"view",74,"ARTICLE"
"viewpoint",4,"ARTICLE"
"viewpoints",2,"ARTICLE"
"views",2,"ARTICLE"
"vigas",2,"ARTICLE"
"vigência",4,"ABSTRACT"
"vigência",4,"ARTICLE"
"vigência",8,"BOOK_CHAPTER"
"vigências",8,"BOOK"
"vigente",2,"ABSTRACT"
"vigente",12,"ARTICLE"
"vigente",16,"BOOK_CHAPTER"
"vigentes",2,"ABSTRACT"
